Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
"EGHT","8X8 INC.","","Etats-Unis","NASDAQ","USD","1.23","2.53","3.06","-30.01","34.46","0.81","3.32","0","0","0","0","20.71","35.66","0.00","0.00","6","6","0","0","9.74","146609000.00","0.22","0.48","4.52"
"EQPT","EQUIPMENTSHARE.COM INC.","","Etats-Unis","NASDAQ","USD","7.43","7.92","4.94","3.99","4.86","4.28","0.94","0","0","0","0","0.67","3.44","0.00","0.00","2","2","0","0","13.06","528000000.00","0.91","16.34","11.34"
"ULTA","ULTA BEAUTY INC.","","Etats-Unis","NASDAQ","USD","43.59","0.78","29.92","51.63","8.73","37.34","7.40","6","5","5","5","15.62","26.20","33.73","38.68","6","6","6","5","0.82","2803451000.00","9.31","5.16","2.50"
"ZM","ZOOM VIDEO COMMUNICATIONS, INC.","","Etats-Unis","NASDAQ","USD","20.28","0.01","18.46","13.72","5.87","14.64","3.72","4","3","2","2","7.34","8.31","83.82","93.94","6","6","5","4","-6.90","9808258000.00","39.03","3.70","1.22"
"XRX","XEROX HOLDINGS CORPORATION","","Etats-Unis","NASDAQ","USD","-104.10","6.80","-0.84","-56.30","52.59","1.34","2.05","0","0","0","0","1.70","64.10","126.09","3254.55","6","6","0","0","","673000000.00","-14.65","0.98","14.60"
"UAL","UNITED AIRLINES HOLDINGS, INC.","","Etats-Unis","NASDAQ","USD","23.99","2.03","7.92","28.30","4.15","8.34","0.45","0","4","0","3","10.68","84.95","10.20","25.68","6","6","0","4","3.78","15282000000.00","5.68","4.86","5.00"
"TXRH","TEXAS ROADHOUSE INC.","","Etats-Unis","NASDAQ","USD","29.02","0.66","16.42","30.95","3.61","17.40","2.52","5","5","1","5","8.31","13.87","18.99","17.35","6","6","5","5","1.77","1481702000.00","7.05","12.65","2.40"
"ZG","ZILLOW GROUP, INC.","","Etats-Unis","NASDAQ","USD","0.47","0.09","-0.88","-1.81","2.05","-3.81","2.59","0","0","0","0","3.34","4.39","206.23","0.00","6","6","0","0","","4884000000.00","0.89","15.24","1.16"
"UPB","UPSTREAM BIO, INC.","","Etats-Unis","NASDAQ","USD","-35.43","0.00","-65.44","-17.92","31.03","-72.83","30.90","0","2","0","1","126.54","27.07","0.00","261.17","4","4","0","2","","339771000.00","-5026.03","9.51","1.04"
"FAST","FASTENAL CO.","","Etats-Unis","NASDAQ","USD","33.29","0.11","29.70","33.93","1.34","29.33","0.46","6","6","6","6","2.12","1.20","2.21","6.85","6","6","6","6","0.10","3943600000.00","15.35","5.65","1.28"
"RGNX","REGENXBIO INC.","","Etats-Unis","NASDAQ","USD","-107.00","0.72","-67.77","-83.38","21.94","-73.88","9.24","1","1","1","1","19.22","34.65","365.84","577.89","6","6","1","1","","102733000.00","-113.75","37.43","4.41"
"EZPW","EZCORP INC.","","Etats-Unis","NASDAQ","USD","11.98","0.75","7.68","9.35","3.52","6.46","1.08","0","0","0","0","3.58","10.20","0.00","27.21","6","6","0","2","1.98","1025485000.00","8.60","10.21","1.90"
"ALKS","ALKERMES PLC","","Etats-Unis","NASDAQ","USD","14.72","0.04","15.27","24.64","8.84","27.83","11.05","3","3","2","2","14.59","15.56","112.82","53.52","6","6","3","3","-2.04","1819295000.00","16.37","-5.80","1.37"
"TTAN","SERVICETITAN, INC.","","Etats-Unis","NASDAQ","USD","-10.73","0.03","-11.44","-25.63","19.58","-11.72","1.09","0","1","0","1","0.83","23.68","0.00","159.45","4","4","0","1","","1525234000.00","-16.63","25.07","1.14"
"UPBD","UPBOUND GROUP, INC.","","Etats-Unis","NASDAQ","USD","11.06","2.67","5.92","10.29","10.88","6.45","2.17","1","3","0","3","2.66","12.79","76.04","102.70","6","6","2","4","7.77","695740000.00","1.56","8.44","4.71"
"RGLD","ROYAL GOLD INC.","","Etats-Unis","NASDAQ","USD","9.12","0.12","8.66","9.54","1.32","8.91","1.45","0","1","0","0","1.43","0.51","28.77","32.62","6","6","2","2","1.00","7205347000.00","45.76","30.43","1.32"
"UBSI","UNITED BANKSHARES, INC.","","Etats-Unis","NASDAQ","USD","8.86","0.11","","8.13","0.64","","","","0","","0","","0.78","","7.06","0","6","","0","","5495983000.00","37.62","8.59","6.12"
"FIVE","FIVE BELOW, INC.","","Etats-Unis","NASDAQ","USD","17.92","0.93","9.44","17.77","2.75","9.11","1.42","1","6","0","3","1.92","3.93","49.80","46.32","6","6","3","6","2.40","2193290000.00","7.53","15.69","2.25"
"TER","TERADYNE, INC.","","Etats-Unis","NASDAQ","USD","19.73","0.10","24.09","19.35","1.18","26.64","2.83","6","6","6","4","11.17","5.15","60.16","57.58","6","6","6","6","-0.48","2795752000.00","17.37","9.18","1.50"
"FANG","DIAMONDBACK ENERGY INC","","Etats-Unis","NASDAQ","USD","3.74","0.35","6.15","12.27","8.22","9.48","4.08","3","4","1","2","6.03","37.70","72.87","88.14","6","6","3","4","3.00","42967000000.00","10.36","33.22","1.65"
"EYE","NATIONAL VISION HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","3.51","0.80","2.55","-2.52","5.62","1.77","0.68","0","1","0","0","0.98","7.78","85.37","154.43","6","6","0","1","10.78","869533000.00","1.49","-3.32","2.28"
"ZYME","ZYMEWORKS INC.","","Etats-Unis","NASDAQ","USD","-26.72","0.07","-46.36","-27.35","2.93","-45.39","1.57","1","1","1","1","15.41","15.32","183.35","181.59","6","6","1","1","","268501000.00","-76.56","18.07","1.29"
"RGEN","REPLIGEN CORPORATION","","Etats-Unis","NASDAQ","USD","2.40","0.33","1.61","0.98","1.99","0.33","1.42","0","0","0","0","3.04","2.72","111.55","112.80","6","6","1","1","-1.87","2106129000.00","6.62","8.05","1.40"
"ZVRA","ZEVRA THERAPEUTICS, INC.","","Etats-Unis","NASDAQ","USD","85.66","0.41","-9.50","-49.09","190.57","-57.26","67.55","1","3","1","1","63.32","155.70","146.85","1172.58","5","5","1","3","","154657000.00","78.17","350.91","1.84"
"ALXO","ALX ONCOLOGY HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","-145.70","0.38","","-101.86","39.01","","","0","0","0","0","","56.50","","0.00","1","6","0","0","","25981000.00","","","2.27"
"DRS","LEONARDO DRS, INC.","","Etats-Unis","NASDAQ","USD","10.52","0.17","14.10","8.93","1.50","11.73","2.35","2","1","1","1","8.57","6.59","58.19","65.32","6","6","3","2","-2.37","2730000000.00","7.62","13.62","1.64"
"UPST","UPSTART HOLDINGS, INC.","","Etats-Unis","NASDAQ","USD","7.49","2.32","","-16.50","22.34","","","","1","","1","","19.82","","250.12","0","6","","1","","798815000.00","5.23","41.96","3.72"
"TWST","TWIST BIOSCIENCE CORPORATION","","Etats-Unis","NASDAQ","USD","-16.43","0.16","-39.46","-27.83","10.87","-41.95","2.79","0","0","0","0","2.98","6.19","0.00","0.00","6","6","0","0","","472958000.00","-20.63","23.95","1.36"
"FER","FERROVIAL SE","","Etats-Unis","NASDAQ","USD","14.57","1.40","4.34","24.26","22.38","3.70","1.14","0","3","0","2","0.86","12.99","8.08","82.15","6","6","0","3","2.32","7665000000.00","11.95","6.34","3.58"
"FIP","FTAI INFRASTRUCTURE INC.","","Etats-Unis","NASDAQ","USD","-29.84","4.08","0.79","-38.73","23.55","-0.42","1.09","0","0","0","0","1.15","27.70","0.00","0.00","6","6","0","0","96.11","943983000.00","-30.26","25.22","6.09"
"RIVN","RIVIAN AUTOMOTIVE, INC.","","Etats-Unis","NASDAQ","USD","-65.01","1.45","-43.24","-57.61","9.16","-52.69","9.30","0","1","0","1","6.98","11.00","0.00","188.39","5","6","0","1","","4594000000.00","-67.31","10.22","3.24"
"XMTR","XOMETRY INC.","","Etats-Unis","NASDAQ","USD","-20.85","1.23","-10.17","-18.55","2.69","-13.56","3.55","0","1","0","1","25.90","11.31","0.00","239.84","6","6","0","1","","276737000.00","-8.99","21.73","2.54"
"TRMD","TORM PLC CLASS A","","Etats-Unis","NASDAQ","USD","13.37","0.46","9.57","28.98","14.13","17.46","8.08","3","4","2","3","8.61","18.57","96.69","147.00","6","6","3","4","2.04","2202600000.00","21.35","-6.14","1.53"
"TXG","10X GENOMICS INC.","","Etats-Unis","NASDAQ","USD","-5.78","0.11","-22.34","-21.31","14.00","-30.75","7.30","0","0","0","0","8.25","29.84","0.00","0.00","6","6","0","0","","796326000.00","-6.77","1.93","1.31"
"FITB","FIFTH THIRD BANCORP","","Etats-Unis","NASDAQ","USD","12.19","0.64","","12.33","0.49","","","","4","","0","","3.49","","7.38","0","6","","5","","21724000000.00","28.59","2.41","9.87"
"FA","FIRST ADVANTAGE CORPORATION","","Etats-Unis","NASDAQ","USD","-2.66","1.59","2.86","-2.98","6.82","1.83","3.35","0","0","0","0","3.32","7.94","138.43","274.13","6","6","0","0","13.96","1313552000.00","-2.21","43.57","2.92"
"TXN","TEXAS INSTRUMENTS INC","","Etats-Unis","NASDAQ","USD","30.15","0.86","22.51","33.31","7.04","28.20","9.96","6","6","6","6","22.84","18.73","71.15","58.84","6","6","6","6","0.97","16273000000.00","28.28","0.46","2.13"
"ALKT","ALKAMI TECHNOLOGY, INC.","","Etats-Unis","NASDAQ","USD","-13.25","1.02","-8.27","-14.77","3.79","-13.78","5.87","0","0","0","0","2.89","6.42","0.00","0.00","6","6","0","0","","362049000.00","-10.74","29.43","2.34"
"EXTR","EXTREME NETWORKS, INC.","","Etats-Unis","NASDAQ","USD","54.64","2.20","12.01","-27.62","88.38","2.71","9.11","3","3","2","3","10.56","91.78","124.50","260.54","6","6","3","3","-0.27","88590000.00","3.28","7.19","13.30"
"EXPE","EXPEDIA GROUP, INC.","","Etats-Unis","NASDAQ","USD","48.67","2.52","30.08","37.87","14.71","21.09","8.44","3","3","1","3","14.36","48.82","0.00","0.00","6","6","3","3","0.32","2547000000.00","8.83","7.12","9.60"
"FOXA","FOX CORPORATION","","Etats-Unis","NASDAQ","USD","14.29","0.64","16.31","16.06","3.05","13.98","2.80","5","4","0","0","1.40","2.69","20.93","44.39","6","6","6","6","0.96","11814000000.00","10.08","10.68","1.90"
"TSLA","TESLA, INC.","","Etats-Unis","NASDAQ","USD","4.93","0.18","4.51","14.23","11.69","10.85","6.22","3","3","2","3","7.10","9.56","90.00","84.83","6","6","4","4","-9.46","82865000000.00","4.07","-1.01","1.66"
"DRVN","DRIVEN BRANDS HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","20.39","3.47","4.64","-25.48","40.91","4.16","0.48","0","1","0","1","1.24","40.45","11.72","2320.99","6","6","0","1","9.87","767202000.00","7.53","-10.09","5.42"
"TTEK","TETRA TECH, INC.","","Etats-Unis","NASDAQ","USD","13.73","0.55","13.38","18.50","4.14","13.23","0.14","5","6","0","4","1.08","4.51","13.52","36.93","6","6","6","6","1.36","1780164000.00","4.56","9.70","2.41"
"REYN","REYNOLDS CONSUMER PRODUCTS INC.","","Etats-Unis","NASDAQ","USD","13.70","0.75","9.15","15.42","1.69","8.97","0.54","0","6","0","1","0.95","1.95","29.71","39.06","6","6","1","6","2.89","2253000000.00","8.09","-0.47","2.19"
"IRON","DISC MEDICINE INC.","","Etats-Unis","NASDAQ","USD","-35.86","0.04","","-30.96","4.31","","","","2","","2","","31.93","","144.60","0","6","","2","","739826000.00","","","1.09"
"BETR","BETTER HOME & FINANCE HOLDING COMPANY ORDINARY SHARES - CLASS A","","Etats-Unis","NASDAQ","USD","1580.71","16.55","-24.25","1102.83","1560.14","-31.27","6.53","0","2","0","2","3.98","429.79","0.00","127.04","5","5","0","2","","37183000.00","-80.17","52.90","40.49"
"CEPO","CANTOR EQUITY PARTNERS I-A","","Etats-Unis","NASDAQ","USD","-6.88","0.00","","43.15","152.03","","","","1","","1","","48.64","","103.22","0","4","","1","","193731503.00","","","1.07"
"SPRY","ARS PHARMACEUTICALS INC","","Etats-Unis","NASDAQ","USD","-92.33","0.84","-92.55","-36.88","49.61","-44.79","45.53","0","1","0","1","39.81","49.85","0.00","203.36","6","6","0","1","","114258000.00","-203.25","5200.25","2.87"
"CYAB","CYABRA INC.","","Etats-Unis","NASDAQ","USD","59.06","-0.78","","71.40","17.45","","","","2","","2","","12.34","","29.47","0","2","","2","","-24771000.00","-224.62","37.35",""
"BZAI","BLAIZE HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","-654.37","0.08","-207.74","-197.11","396.95","-207.74","","0","2","0","2","","485.38","","541.16","1","4","0","2","","39000000.00","-535.58","216.52","2.62"
"CERS","CERUS CORPORATION","","Etats-Unis","NASDAQ","USD","-25.66","1.49","-7.61","-41.79","18.32","-14.42","8.03","0","0","0","0","16.58","3.14","0.00","0.00","6","6","0","0","","64965000.00","-7.59","14.82","3.42"
"SHMD","SCHMID GROUP N.V.","","Etats-Unis","NASDAQ","USD","73.83","-0.47","","61.17","160.41","-22.25","18.79","0","3","0","3","17.28","108.30","950.24","358.35","4","5","0","3","","-132165000.00","-106.21","-13.87",""
"SHLS","SHOALS TECHNOLOGIES GROUP, INC.","","Etats-Unis","NASDAQ","USD","5.80","0.29","5.26","6.76","2.97","6.47","2.69","2","1","0","1","4.35","14.54","75.64","95.51","6","6","3","2","2.98","599973000.00","7.06","-1.40","1.51"
"GAUZ","GAUZY LTD.","","Etats-Unis","NASDAQ","USD","120.10","1.00","-24.48","82.14","33.74","-35.66","16.71","0","4","0","4","49.20","20.63","0.00","0.00","4","4","0","4","","48330000.00","-51.37","45.31","2.86"
"INV","INNVENTURE INC.","","Etats-Unis","NASDAQ","USD","-76.09","0.07","-13.35","35.62","152.06","-46.67","57.73","0","2","0","2","78.62","91.61","0.00","118.31","5","5","0","2","","483676000.00","-23120.14","35.67","1.24"
"MNKD","MANNKIND CORPORATION","","Etats-Unis","NASDAQ","USD","-9.03","-7.20","8.87","-7.07","11.03","12.70","12.93","1","3","1","3","49.20","26.89","67.28","140.89","6","6","1","3","4.21","-51022000.00","1.68","32.44",""
"IVVD","INVIVYD INC.","","Etats-Unis","NASDAQ","USD","-33.96","0.01","-53.27","-82.38","52.82","-133.11","112.91","0","0","0","0","79.84","47.09","0.00","0.00","2","5","0","0","","241540000.00","-98.25","","1.15"
"ABTC","GRYPHON DIGITAL MINING, INC","","Etats-Unis","NASDAQ","USD","-18.23","0.28","0.11","15.92","38.49","-2.25","2.11","0","1","0","1","1.08","26.59","0.00","131.64","3","3","0","1","118.14","665819000.00","-82.72","68.80","1.87"
"SIBN","SI-BONE INC.","","Etats-Unis","NASDAQ","USD","-10.97","0.21","-20.35","-20.58","10.87","-32.78","13.22","0","0","0","0","14.67","14.51","0.00","0.00","6","6","0","0","","177532000.00","-9.41","20.28","1.34"
"IDN","INTELLICHECK, INC.","","Etats-Unis","NASDAQ","USD","6.62","0.00","5.71","-3.32","9.13","-8.53","13.65","0","0","0","0","19.34","15.54","0.00","0.00","6","6","0","0","-8.89","20697000.00","5.62","9.49","1.18"
"MDB","MONGODB INC.","","Etats-Unis","NASDAQ","USD","-2.48","0.01","-11.32","-9.57","8.88","-17.04","5.30","0","1","0","1","4.34","50.25","0.00","100.11","6","6","0","1","","2952358000.00","-2.89","20.99","1.27"
"OMER","OMEROS CORPORATION","","Etats-Unis","NASDAQ","USD","2.21","-1.97","","162.89","227.24","","","","2","","2","","140.25","","233.50","0","5","","2","","-121231000.00","","",""
"NMIH","NMI HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","16.17","0.16","12.82","17.25","1.02","12.88","0.08","2","6","0","0","0.05","2.55","0.85","12.21","2","6","2","6","-0.06","2591986000.00","55.05","10.46","1.48"
"GENB","GENERATE BIOMEDICINES, INC.","","Etats-Unis","NASDAQ","USD","42.14","-0.11","-104.90","41.92","0.32","-88.43","23.30","0","2","0","2","16.47","0.23","0.00","0.00","2","2","0","2","","-623197000.00","-699.10","55.89",""
"IOVA","IOVANCE BIOTHERAPEUTICS, INC.","","Etats-Unis","NASDAQ","USD","-55.50","0.07","-63.13","-64.96","14.71","-78.90","21.11","0","0","0","0","32.19","16.80","0.00","0.00","3","6","0","0","","698583000.00","-148.38","1388.68","1.31"
"CDZI","CADIZ INC.","","Etats-Unis","NASDAQ","USD","-119.37","4.48","-17.51","-96.13","20.13","-17.30","0.45","0","1","0","1","0.94","188.01","0.00","373.15","6","6","0","1","","23256000.00","-209.35","186.24","6.06"
"SION","SIONNA THERAPEUTICS INC.","","Etats-Unis","NASDAQ","USD","-105.18","0.03","","-31.13","109.97","","","","1","","1","","29.25","","210.45","0","4","","1","","306833000.00","","","1.06"
"ARRY","ARRAY TECHNOLOGIES INC.","","Etats-Unis","NASDAQ","USD","-19.02","2.94","5.91","-15.31","40.13","8.66","4.14","2","1","1","1","7.69","51.36","112.10","301.43","6","6","2","1","7.08","260388000.00","-4.07","-9.75","5.58"
"FCEL","FUELCELL ENERGY, INC.","","Etats-Unis","NASDAQ","USD","-26.24","0.20","-15.68","-20.53","6.00","-20.14","3.94","0","0","0","0","5.26","8.60","0.00","0.00","6","6","0","0","","731141000.00","-121.00","13.22","1.27"
"ZNTL","ZENTALIS PHARMACEUTICALS, INC.","","Etats-Unis","NASDAQ","USD","-49.53","0.17","","-53.15","12.53","-65.40","","0","0","0","0","","12.40","","0.00","1","6","0","0","","216204000.00","","","1.34"
"NKLR","TERRA INNOVATUM GLOBAL N.V.","","Etats-Unis","NASDAQ","USD","-1152.56","0.00","","36952.13","64823.73","","","","2","","2","","1361.51","","101.03","0","3","","2","","-93590000.00","","",""
"KEEL","KEEL INFRASTRUCTURE CORP.","","Etats-Unis","NASDAQ","USD","-37.21","1.22","-12.45","-37.21","","-12.45","","0","0","0","0","","","","","1","1","0","0","","560375000.00","-90.94","","2.31"
"VNDA","VANDA PHARMACEUTICALS INC.","","Etats-Unis","NASDAQ","USD","-50.93","0.04","-49.84","-17.98","28.60","-21.32","24.99","1","0","0","0","28.89","30.00","474.46","835.98","6","6","1","0","","327186000.00","-102.02","5.92","1.49"
"SIGA","SIGA TECHNOLOGIES INC.","","Etats-Unis","NASDAQ","USD","11.23","0.00","17.23","25.67","13.19","46.09","26.46","6","5","5","4","29.00","14.85","81.41","75.42","6","6","6","6","-6.51","198821572.00","24.61","-17.78","1.10"
"ZNB","COLOR STAR TECHNOLOGY CO., LTD.","","Etats-Unis","NASDAQ","USD","-205.51","0.18","-28.52","-144.41","53.92","-60.15","44.73","0","0","0","0","31.75","46.72","0.00","0.00","3","4","0","0","","23322124.00","-492.80","","1.54"
"DAVE","DAVE INC. CLASS A COMMON STOCK","","Etats-Unis","NASDAQ","USD","73.11","0.21","53.00","21.95","64.21","14.77","39.41","2","2","1","2","52.65","86.67","0.00","0.00","6","6","2","2","-0.25","352727000.00","35.34","46.25","1.38"
"ARDX","ARDELYX INC.","","Etats-Unis","NASDAQ","USD","-36.21","1.25","-15.88","-36.35","13.41","-25.43","18.44","0","0","0","0","54.42","52.67","0.00","0.00","6","6","0","0","","166949000.00","-15.12","80.91","3.00"
"AGPU","PREDICTIVE ONCOLOGY INC.","","Etats-Unis","NASDAQ","USD","-981.16","0.03","-107.09","2634.73","5113.64","-381.82","388.53","0","1","0","1","274.73","3615.89","0.00","115.70","2","2","0","1","","47716955.00","-186053.45","-92.28","1.11"
"TLS","TELOS CORPORATION","","Etats-Unis","NASDAQ","USD","-32.76","0.08","-26.30","-30.08","8.30","-34.21","8.57","0","0","0","0","6.38","4.85","14536.67","782.34","6","6","0","0","","95950000.00","-22.18","6.47","1.46"
"VCYT","VERACYTE INC.","","Etats-Unis","NASDAQ","USD","5.34","0.03","5.87","0.16","6.42","1.55","4.01","0","0","0","0","7.17","3.45","0.00","0.00","6","6","0","0","-4.77","1309576000.00","12.83","19.68","1.07"
"BBNX","BETA BIONICS INC.","","Etats-Unis","NASDAQ","USD","-346.51","0.03","-57.67","-99.48","213.93","-69.86","16.01","0","3","0","3","199.98","262.01","0.00","1009.95","4","4","0","3","","287610000.00","-73.02","189.10","1.14"
"SRTA","BLADE AIR MOBILITY, INC.","","Etats-Unis","NASDAQ","USD","16.51","0.01","-10.85","2.11","20.37","-18.43","10.72","0","1","0","0","7.58","14.41","0.00","0.00","2","2","0","1","","279072000.00","20.97","-20.73","1.17"
"SUIG","MILL CITY VENTURES III, LTD.","","Etats-Unis","NASDAQ","USD","-279.63","0.00","","-136.86","201.91","","","","0","","0","","142.77","","4831.47","0","2","","0","","169741679.00","","","1.12"
"NEWT","NEWTEKONE INC.","","Etats-Unis","NASDAQ","USD","17.44","2.07","","17.30","0.20","","","","3","","1","","8.10","","63.38","0","5","","3","","397570000.00","22.66","12.30","6.90"
"GRML","GREENLAND MINES LTD","","Etats-Unis","NASDAQ","USD","-198.18","0.00","","-358.52","226.76","","","","0","","0","","160.35","","0.00","0","2","","0","","9463476.00","","","1.01"
"ALOY","BLACKBOXSTOCKS INC.","","Etats-Unis","NASDAQ","USD","","-0.39","","","","","","","","","","","","","","0","0","","","","-5228000.00","","",""
"AQST","AQUESTIVE THERAPEUTICS INC.","","Etats-Unis","NASDAQ","USD","178.61","-1.26","-109.55","79.52","88.84","-105.75","20.43","0","5","0","5","24.89","48.33","0.00","93.92","6","6","0","5","","-33662000.00","-188.09","-6.16",""
"NEXN","NEXXEN INTERNATIONAL LTD.","","Etats-Unis","NASDAQ","USD","4.98","0.07","6.36","2.55","5.66","3.39","7.79","1","1","1","0","9.80","5.36","123.20","124.12","6","6","1","1","-7.23","474671000.00","6.87","4.82","1.59"
"MMED","MINIMED GROUP, INC.","","Etats-Unis","NASDAQ","USD","-9.13","0.04","-3.25","-6.02","3.02","-1.33","1.98","0","0","0","0","1.80","3.29","564.29","0.00","3","3","0","0","","3611000000.00","-10.22","12.09","1.28"
"OABI","OMNIAB, INC.","","Etats-Unis","NASDAQ","USD","-23.36","0.08","-21.92","-19.80","4.03","-21.54","0.92","0","0","0","0","6.62","7.13","0.00","0.00","6","6","0","0","","267027000.00","-347.04","-26.08","1.13"
"OBAI","TG-17, INC.","","Etats-Unis","NASDAQ","USD","101.98","-0.71","","101.98","","","","","1","","1","","","","","0","1","","1","","-11274000.00","-105.79","",""
"SITM","SITIME CORPORATION","","Etats-Unis","NASDAQ","USD","-4.62","0.00","-12.83","-9.76","4.56","-20.33","6.50","1","0","0","0","9.97","4.90","266.37","252.87","6","6","1","0","","1156182000.00","-13.13","50.62","1.12"
"RCKT","ROCKET PHARMACEUTICALS INC.","","Etats-Unis","NASDAQ","USD","-60.27","0.09","","-54.81","5.16","","","","0","","0","","7.59","","0.00","0","6","","0","","277221000.00","","","1.19"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","-28.92","0.12","-49.72","-23.64","11.15","-46.98","7.25","0","0","0","0","22.40","24.64","1233.26","930.93","6","6","0","0","","213985000.00","-97.86","-34.72","1.27"
"HRMY","HARMONY BIOSCIENCES HOLDINGS, INC.","","Etats-Unis","NASDAQ","USD","20.75","0.19","29.29","25.41","4.46","35.30","6.29","5","5","5","5","15.76","36.54","33.48","66.30","6","6","5","5","-2.93","870218000.00","18.27","22.15","1.46"
"NHP","NATIONAL HEALTHCARE PROPERTIES, INC.","","Etats-Unis","NASDAQ","USD","-9.54","1.73","0.97","-9.54","","0.97","","0","0","0","0","","","","","1","1","0","0","47.19","604525000.00","-16.85","","2.83"
"STAA","STAAR SURGICAL COMPANY","","Etats-Unis","NASDAQ","USD","-21.70","0.11","-17.72","-6.98","13.90","-4.98","13.49","2","2","2","0","16.05","16.11","179.86","262.67","6","6","2","2","","344184000.00","-33.60","-13.82","1.31"
"SPWR","SUNPOWER INC.","","Etats-Unis","NASDAQ","USD","48.33","-2.07","-23.24","0.20","97.94","-69.30","90.75","0","3","0","3","97.19","85.90","0.00","196.92","6","6","0","4","","-90144000.00","-15.12","85.04",""
"ASTL","ALGOMA STEEL GROUP INC.","","Etats-Unis","NASDAQ","USD","-98.81","1.76","-30.94","-24.03","65.06","-3.01","24.69","2","2","1","1","22.66","57.62","135.38","201.17","6","6","2","2","","491100000.00","-47.22","-13.36","4.31"
"GCMG","GCM GROSVENOR INC.","","Etats-Unis","NASDAQ","USD","765.86","3.77","25.68","252.67","445.62","13.47","12.91","4","2","2","2","17.12","684.55","100.12","227.62","6","6","4","2","1.59","127432000.00","25.12","11.86","6.39"
"HROW","HARROW INC.","","Etats-Unis","NASDAQ","USD","-8.47","4.84","12.28","-27.83","20.91","5.63","6.01","1","0","0","0","1.71","40.09","84.96","0.00","6","6","1","0","3.48","52091000.00","-1.89","44.62","7.67"
"VCEL","VERICEL CORPORATION","","Etats-Unis","NASDAQ","USD","5.11","0.27","1.14","2.53","3.55","-1.51","3.16","0","0","0","0","5.23","6.35","1004.80","532.39","6","6","0","0","-3.72","354640000.00","5.98","18.27","1.38"
"SGMT","SAGIMET BIOSCIENCES INC.","","Etats-Unis","NASDAQ","USD","-38.20","0.00","","-5.66","55.26","-84.70","","0","3","0","1","","40.94","","165.70","1","6","0","3","","111381000.00","","","1.05"
"IMRX","IMMUNEERING CORPORATION","","Etats-Unis","NASDAQ","USD","-43.12","0.02","","-63.00","26.07","","","0","1","0","1","13.54","26.82","0.00","222.04","3","6","0","1","","218483968.00","","","1.06"
"AGNT","EXP WORLD HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","-9.36","0.00","-7.52","-9.36","","-7.52","","0","0","0","0","","","","","1","1","0","0","","242779000.00","-0.48","","1.82"
"IESC","IES HOLDINGS INC.","","Etats-Unis","NASDAQ","USD","40.50","0.10","38.40","35.92","7.81","31.39","10.29","5","5","2","4","6.26","9.69","53.27","49.59","6","6","5","6","-0.37","887962000.00","9.25","19.09","1.80"
"NUAI","NEW ERA ENERGY & DIGITAL, INC.","","Etats-Unis","NASDAQ","USD","1270.29","0.00","-186.00","971.49","422.57","-263.41","109.47","0","2","0","2","77.41","298.80","0.00","0.00","2","2","0","2","","-2609297.00","-3341.52","66.18",""
"LAND","GLADSTONE LAND CORPORATION","","Etats-Unis","NASDAQ","USD","1.99","0.71","1.49","1.96","0.06","1.71","0.19","0","0","0","0","0.24","0.74","25.87","44.96","6","6","0","0","18.19","670286000.00","15.31","-1.15","1.85"
"NRIX","NURIX THERAPEUTICS INC.","","Etats-Unis","NASDAQ","USD","-49.63","0.10","-77.82","-53.32","3.74","-79.55","1.80","0","0","0","0","4.22","4.28","0.00","0.00","6","6","0","0","","538747000.00","-314.90","4.44","1.28"
"LXEO","LEXEO THERAPEUTICS INC.","","Etats-Unis","NASDAQ","USD","-55.00","0.03","","-7665.15","13154.87","","","0","3","0","3","9.81","13199.97","0.00","13901.38","3","6","0","3","","246669000.00","","","1.09"
"PRME","PRIME MEDICINE INC.","","Etats-Unis","NASDAQ","USD","-146.81","0.96","-110.56","-123.96","31.37","-130.67","28.43","0","0","0","0","40.21","32.07","0.00","0.00","3","6","0","0","","120868000.00","-4342.44","","2.84"
"SPCX","SPACE EXPLORATION TECHNOLOGIES CORP. CLASS A","","Etats-Unis","NASDAQ","USD","-14.71","0.56","-6.50","-5.82","12.57","-2.64","5.45","0","0","0","0","3.86","8.89","637.19","579.15","2","2","0","0","","41325000000.00","-26.44","33.24","2.23"
"BTQ","BTQ TECHNOLOGIES CORP.","","Etats-Unis","NASDAQ","USD","-124.43","0.00","-191.99","-100.49","33.86","-150.12","59.21","0","0","0","0","41.87","23.94","0.00","0.00","2","2","0","0","","31610006.00","-7799.08","-52.68","1.07"
