Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
LULU,LULULEMON ATHLETICA INC.,,Etats-Unis,NASDAQ,USD,34.01,0.36,32.62,39.48,4.74,40.62,6.93,6,6,6,6,8.55,8.09,27.20,21.14,6,6,6,6,0.00,4961840000.00,14.22,7.43,1.70
MAT,MATTEL INC.,,Etats-Unis,NASDAQ,USD,17.68,1.20,9.90,17.47,7.18,10.55,2.59,2,5,0,4,2.60,6.54,39.80,87.71,6,6,3,6,2.64,2233048000.00,7.43,-0.86,2.97
PLXS,PLEXUS CORP.,,Etats-Unis,NASDAQ,USD,12.44,0.11,15.77,11.10,1.99,14.51,1.29,6,5,0,0,1.29,1.99,28.12,36.39,6,6,6,5,-2.15,1454588000.00,4.29,-2.13,2.16
PLTR,PALANTIR TECHNOLOGIES INC.,,Etats-Unis,NASDAQ,USD,25.98,0.03,30.61,14.60,10.04,11.39,16.82,1,1,1,1,46.87,44.47,0.00,0.00,6,6,1,2,-4.91,7488011000.00,36.52,41.82,1.19
PLTK,PLAYTIKA HOLDING CORP,,Etats-Unis,NASDAQ,USD,76.09,-6.15,-0.78,-25.13,89.16,10.65,10.72,5,1,4,1,15.11,26.81,101.83,0.00,6,6,5,1,1316.77,-411400000.00,-7.49,3.60,
PLAB,PHOTRONICS INC.,,Etats-Unis,NASDAQ,USD,12.36,0.00,18.14,14.26,2.49,18.67,2.49,4,4,1,0,8.61,5.73,22.87,28.88,6,6,4,4,-5.16,1597307000.00,22.40,-2.43,1.13
LIVN,LIVANOVA PLC,,Etats-Unis,NASDAQ,USD,-19.24,0.36,8.93,-4.32,13.04,4.26,4.49,0,0,0,0,2.44,14.23,100.94,495.07,6,6,0,0,-1.01,1199987000.00,-17.47,9.69,2.17
LKQ,LKQ CORPORATION,,Etats-Unis,NASDAQ,USD,9.66,0.77,6.39,12.36,3.32,7.70,1.41,0,3,0,1,1.43,3.06,39.55,52.53,6,6,2,5,4.36,6561000000.00,4.45,-0.78,2.31
KPTI,KARYOPHARM THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,81.86,-0.80,-207.19,105.51,72.84,-145.75,58.90,0,5,0,5,68.97,307.54,0.00,94.43,6,6,0,5,,-292926000.00,-134.21,0.01,
PLAY,DAVE & BUSTER'S ENTERTAINMENT INC.,,Etats-Unis,NASDAQ,USD,-41.10,34.71,2.11,8.88,43.51,5.08,2.74,0,4,0,4,9.10,106.74,74.24,181.05,6,6,0,4,29.96,91200000.00,-2.32,-2.35,45.14
MATW,MATTHEWS INTERNATIONAL CORPORATION,,Etats-Unis,NASDAQ,USD,-5.33,1.59,0.95,-3.33,10.21,2.06,2.59,0,0,0,0,0.69,6.37,95.62,3963.04,6,6,0,0,36.02,480942000.00,-1.63,-10.77,3.52
TMUS,"T-MOBILE US, INC.",,Etats-Unis,NASDAQ,USD,18.18,2.07,7.25,16.16,3.28,6.69,0.95,0,3,0,0,1.32,4.25,0.00,20.47,6,6,0,3,6.29,59203000000.00,12.45,6.02,3.70
PHAT,PHATHOM PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,63.97,-0.48,-119.07,180.69,106.70,-117.45,14.67,0,4,0,4,12.18,186.27,0.00,99.57,3,6,0,4,,-438169000.00,-126.35,1502.37,
PGNY,PROGYNY INC.,,Etats-Unis,NASDAQ,USD,12.48,0.05,19.11,12.32,1.11,17.67,4.23,4,4,2,2,6.63,2.15,52.94,69.25,6,6,4,5,-3.31,516044000.00,4.54,8.80,1.44
PODD,INSULET CORPORATION,,Etats-Unis,NASDAQ,USD,18.12,0.63,24.66,31.76,12.62,19.07,4.86,3,3,1,2,8.91,8.92,83.20,69.31,6,6,4,3,-1.02,1515300000.00,9.12,26.32,2.11
ACIW,"ACI WORLDWIDE, INC.",,Etats-Unis,NASDAQ,USD,15.40,0.56,10.18,13.28,3.16,9.21,1.71,0,2,0,0,1.64,3.03,8.05,17.24,6,6,2,4,1.98,1519078000.00,12.88,10.07,2.04
PEPG,PEPGEN INC.,,Etats-Unis,NASDAQ,USD,-67.39,0.12,,-67.08,12.34,,,,0,,0,,20.36,,0.00,0,6,,0,,147444000.00,,,1.18
PPLI,PEOPLE INCORPORATED,,Etats-Unis,NASDAQ,USD,-2.12,0.30,0.84,-2.12,,0.84,,0,0,0,0,,,,,1,1,0,0,4.23,4789023000.00,-4.24,,1.49
MRCY,MERCURY SYSTEMS INC.,,Etats-Unis,NASDAQ,USD,-2.00,0.33,-0.01,-4.54,3.92,-1.67,2.42,0,0,0,0,2.50,4.14,198.45,316.75,6,6,0,0,36.48,1497458000.00,-3.02,8.52,1.55
MQ,"MARQETA, INC.",,Etats-Unis,NASDAQ,USD,-1.51,0.02,-7.36,-5.20,9.91,-13.89,14.78,0,0,0,0,6.03,2.64,0.00,164.53,6,6,0,0,,761957000.00,-2.23,-3.87,2.00
MPWR,"MONOLITHIC POWER SYSTEMS, INC.",,Etats-Unis,NASDAQ,USD,18.61,0.01,30.37,36.79,27.79,31.85,6.33,6,6,6,4,5.91,3.85,51.29,72.94,6,6,6,6,-3.21,3531497000.00,22.27,23.79,1.19
PPC,PILGRIM'S PRIDE CORPORATION,,Etats-Unis,NASDAQ,USD,27.26,0.91,16.75,22.09,10.15,13.57,6.08,3,3,0,3,6.20,14.27,50.00,67.21,6,6,3,4,1.65,3693731000.00,5.86,3.22,2.80
POWL,POWELL INDUSTRIES INC.,,Etats-Unis,NASDAQ,USD,32.17,0.00,53.76,28.45,10.13,44.78,18.91,3,3,3,2,12.89,8.12,96.51,96.13,6,6,4,3,-2.18,640770000.00,16.37,25.66,1.73
MRLN,"MERLIN, INC.",,Etats-Unis,NASDAQ,USD,52.72,-0.28,-169.59,-40.26,118.56,-168.70,1.25,0,3,0,3,0.89,138.77,0.00,912.01,2,5,0,3,,-131522000.00,-4495.77,-89.04,
MANH,MANHATTAN ASSOCIATES INC.,,Etats-Unis,NASDAQ,USD,71.66,0.18,115.64,72.41,2.93,120.61,5.12,6,6,6,6,27.06,16.07,8.13,5.26,6,6,6,6,-0.96,314765000.00,20.34,7.91,2.67
MPLT,"MAPLIGHT THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-35.16,0.01,,-35.16,,,,,0,,0,,,,,0,1,,0,,458372000.00,,,1.05
PFG,"PRINCIPAL FINANCIAL GROUP, INC.",,Etats-Unis,NASDAQ,USD,10.52,0.32,,10.28,3.93,,,,2,,1,,2.46,,82.61,0,6,,3,,12391300000.00,8.03,6.93,27.55
PFHC,PROFRAC HOLDING CORP.,,Etats-Unis,NASDAQ,USD,-155492.86,5385.11,-1.24,-155492.86,,-7.35,8.64,0,0,0,0,6.11,,0.00,,2,1,0,0,,56000.00,-5.67,40.29,11867.32
POOL,POOL CORPORATION,,Etats-Unis,NASDAQ,USD,33.06,1.30,15.97,35.91,4.48,17.65,1.86,6,6,3,6,6.38,13.80,52.67,56.53,6,6,6,6,2.46,1185229000.00,7.68,-2.30,3.06
ADI,"ANALOG DEVICES, INC.",,Etats-Unis,NASDAQ,USD,6.57,0.26,5.95,6.80,2.30,5.76,1.78,0,0,0,0,1.85,1.60,47.64,54.57,6,6,0,1,0.84,33815755000.00,20.58,-5.37,1.42
MAR,MARRIOTT INTERNATIONAL INC. - CLASS A,,Etats-Unis,NASDAQ,USD,-76.92,-4.53,16.02,-1871.66,3063.34,16.49,1.42,4,2,0,2,8.80,3082.82,15.04,2373.17,6,6,4,2,4.04,-3771000000.00,9.93,5.09,
MORN,"MORNINGSTAR, INC.",,Etats-Unis,NASDAQ,USD,26.35,1.03,17.69,20.86,8.45,13.49,4.97,2,4,0,2,3.52,6.80,52.44,69.41,6,6,4,5,1.45,1221900000.00,15.30,9.53,2.94
ADEA,ADEIA INC.,,Etats-Unis,NASDAQ,USD,25.33,0.89,17.51,20.99,4.11,13.73,3.27,2,3,0,2,3.79,30.65,48.75,467.00,6,6,3,3,1.46,480541000.00,25.05,6.79,2.16
PGEN,PRECIGEN INC.,,Etats-Unis,NASDAQ,USD,-843.57,4.70,-135.00,-360.91,420.02,-106.25,31.96,0,1,0,1,57.92,416.30,0.00,3580.07,6,6,0,1,,20911000.00,-2588.21,24.73,7.44
POWI,POWER INTEGRATIONS INC.,,Etats-Unis,NASDAQ,USD,3.11,0.00,1.62,4.93,2.21,3.42,2.16,3,2,2,1,6.84,3.63,95.18,84.82,6,6,3,2,-24.48,672845000.00,4.98,-0.12,1.15
NCMI,"NATIONAL CINEMEDIA, INC.",,Etats-Unis,NASDAQ,USD,-2.70,0.06,-2.79,-1577.12,2724.75,-3.51,0.67,0,3,0,2,2.58,2730.79,381.51,10145.49,6,6,0,3,,375400000.00,-4.36,21.33,1.31
MKSI,MKS INSTRUMENTS INC.,,Etats-Unis,NASDAQ,USD,11.70,1.64,6.25,-11.10,36.28,4.62,1.55,2,2,1,1,2.78,36.59,84.78,352.10,6,6,2,3,6.65,2719000000.00,7.50,4.18,3.24
KLIC,"KULICKE & SOFFA INDUSTRIES, INC.",,Etats-Unis,NASDAQ,USD,0.02,0.05,-8.28,-0.56,5.69,-5.09,7.37,2,2,2,2,12.85,7.92,115.98,116.43,6,6,2,2,,821491000.00,0.03,-6.14,1.34
OLED,UNIVERSAL DISPLAY CORPORATION,,Etats-Unis,NASDAQ,USD,14.33,0.01,14.56,14.58,0.30,15.14,1.33,6,6,3,0,4.57,0.30,53.82,21.74,6,6,6,6,-2.90,1761019000.00,37.21,6.24,1.12
MKTX,MARKETAXESS HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,19.39,0.25,22.35,20.53,1.18,25.12,2.41,6,6,6,5,5.02,2.34,51.85,38.15,6,6,6,6,-0.69,1158259000.00,29.18,6.04,1.67
OLMA,OLEMA PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-36.61,0.01,,-39.50,3.13,,,,0,,0,,4.40,,0.00,0,6,,0,,478559000.00,,,1.11
KLRA,"KAILERA THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,51.79,-0.03,,51.79,,,,,1,,1,,,,,0,1,,1,,-356458000.00,,,
KLXE,"KLX ENERGY SERVICES HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,182.05,-4.29,-9.17,-8.52,317.09,0.33,12.82,1,2,0,2,13.57,216.65,161.46,324.34,6,6,1,2,,-74200000.00,-12.11,-15.35,
LSTR,LANDSTAR SYSTEM INC.,,Etats-Unis,NASDAQ,USD,13.01,0.17,18.16,20.43,7.63,23.67,5.90,6,6,5,5,6.98,9.81,57.38,73.59,6,6,6,6,-1.87,795665000.00,2.42,-5.42,2.06
LINE,"LINEAGE, INC.",,Etats-Unis,NASDAQ,USD,-1.19,0.86,1.05,-4.11,4.72,1.53,0.52,0,0,0,0,0.35,5.78,49.52,0.00,5,5,0,0,31.44,9243000000.00,-2.11,0.12,2.08
AEVA,"AEVA TECHNOLOGIES, INC.",,Etats-Unis,NASDAQ,USD,-258.38,7.75,-152.33,-134.92,108.72,-121.47,36.59,0,0,0,0,37.56,108.26,0.00,0.00,6,6,0,0,,13215000.00,-804.40,104.76,13.60
OMCL,OMNICELL INC.,,Etats-Unis,NASDAQ,USD,0.17,0.17,0.32,-0.19,1.43,-0.72,1.55,0,0,0,0,1.56,1.51,134.67,123.91,6,6,0,0,-39.41,1231814000.00,0.17,1.63,1.60
QURE,UNIQURE N.V.,,Etats-Unis,NASDAQ,USD,-207.10,0.32,-47.78,-178.60,78.11,-53.30,9.82,1,1,1,1,11.97,125.30,167.16,403.77,6,6,1,1,,198901000.00,-1236.00,0.80,4.15
KMB,KIMBERLY-CLARK CORPORATION,,Etats-Unis,NASDAQ,USD,157.31,4.48,16.56,203.08,47.63,21.17,4.86,6,6,3,6,2.21,54.32,36.91,42.95,6,6,6,6,2.77,1630000000.00,12.46,-10.28,10.49
OMDA,"OMADA HEALTH, INC.",,Etats-Unis,NASDAQ,USD,-8.68,0.00,-15.85,-44.86,31.78,-51.83,33.28,0,0,0,0,23.38,10.61,0.00,0.00,3,3,0,0,,229680000.00,-4.91,45.58,1.33
MYRG,MYR GROUP INC.,,Etats-Unis,NASDAQ,USD,18.78,0.16,14.56,12.88,7.21,9.82,5.63,3,5,0,0,4.71,6.07,75.17,73.01,6,6,5,5,-0.29,660423000.00,3.24,0.19,2.49
ON,ON SEMICONDUCTOR CORPORATION,,Etats-Unis,NASDAQ,USD,1.50,0.39,5.97,17.22,14.93,15.70,9.74,4,4,2,3,9.01,14.78,80.62,95.74,6,6,4,4,0.61,7691900000.00,2.06,-14.77,1.63
ONB,OLD NATIONAL BANCORP,,Etats-Unis,NASDAQ,USD,9.02,0.83,,9.66,1.07,,,,0,,0,,0.90,,17.17,0,6,,2,,8494788000.00,26.51,17.24,8.49
QRVO,QORVO INC.,,Etats-Unis,NASDAQ,USD,10.06,0.46,10.28,3.26,6.14,6.56,3.30,2,2,0,1,3.90,5.84,85.22,108.40,6,6,3,3,0.67,3344299000.00,9.22,-1.21,1.74
QNST,QUINSTREET INC.,,Etats-Unis,NASDAQ,USD,28.65,0.24,9.51,5.55,21.56,0.42,10.31,0,1,0,1,8.12,17.54,327.43,434.59,6,6,0,1,-1.43,323092000.00,6.28,45.21,2.23
QLYS,"QUALYS, INC.",,Etats-Unis,NASDAQ,USD,38.20,0.09,53.13,41.81,4.01,56.45,5.03,6,6,6,5,16.87,12.10,15.21,25.49,6,6,6,6,-1.77,561153000.00,29.64,9.85,1.95
REAL,"THE REALREAL, INC.",,Etats-Unis,NASDAQ,USD,10.16,-1.11,-21.50,39.70,30.56,-38.39,16.89,0,3,0,3,1.01,134.96,0.00,97.49,6,6,0,4,,-415518000.00,-6.03,12.31,
OKTA,OKTA INC.,,Etats-Unis,NASDAQ,USD,3.51,0.06,0.84,-0.76,4.99,-3.26,4.62,0,0,0,0,4.42,18.61,0.00,0.00,6,6,0,0,-19.54,6999000000.00,8.05,13.57,1.39
RARE,ULTRAGENYX PHARMACEUTICAL INC.,,Etats-Unis,NASDAQ,USD,-607.51,-0.49,-72.12,-337.48,234.03,-69.96,1.89,0,0,0,0,3.88,266.24,0.00,0.00,6,6,0,0,,-73000000.00,-85.44,24.49,
MEDP,MEDPACE HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,70.23,0.25,109.32,62.83,6.45,77.94,29.59,6,6,6,5,17.85,23.87,0.00,2.36,6,6,6,6,-0.72,459071000.00,17.83,15.83,4.30
LZ,"LEGALZOOM.COM, INC.",,Etats-Unis,NASDAQ,USD,11.64,0.08,2.60,14.49,7.37,12.51,12.15,2,2,2,2,64.70,23.58,165.13,146.58,6,6,2,3,-17.74,171882000.00,2.04,6.97,2.98
ODFL,"OLD DOMINION FREIGHT LINE, INC.",,Etats-Unis,NASDAQ,USD,23.93,0.01,20.48,27.72,3.71,24.06,3.55,6,6,6,6,4.61,5.65,40.45,36.29,6,6,6,6,-0.06,4311057000.00,18.63,-3.20,1.27
LCID,"LUCID GROUP, INC.",,Etats-Unis,NASDAQ,USD,-117.56,4.46,-66.14,-80.42,32.17,-64.29,4.39,0,1,0,1,7.23,85.56,0.00,465.10,6,6,0,1,,717287000.00,-199.30,50.81,11.69
MIDD,THE MIDDLEBY CORPORATION,,Etats-Unis,NASDAQ,USD,-8.66,0.79,8.11,5.68,12.43,8.81,0.69,0,4,0,1,1.45,12.50,14.45,139.63,6,6,0,5,3.35,2776229000.00,-8.68,-10.95,2.27
LSCC,LATTICE SEMICONDUCTOR CORPORATION,,Etats-Unis,NASDAQ,USD,0.43,0.06,1.56,17.69,23.10,11.99,13.45,3,4,2,3,8.78,12.13,94.84,99.02,6,6,4,4,-6.01,714054000.00,0.59,-15.75,1.24
AGNC,AGNC INVESTMENT CORP.,,Etats-Unis,NASDAQ,USD,15.08,0.00,,8.86,6.61,,,,1,,0,,10.99,,287.02,0,6,,1,,12393000000.00,92.93,167.57,9.29
LPLA,LPL FINANCIAL HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,20.86,1.40,10.94,37.78,15.18,16.93,5.88,5,6,2,6,3.35,11.71,51.81,58.46,6,6,6,6,3.42,5344485000.00,5.08,30.00,3.46
NBIX,NEUROCRINE BIOSCIENCES INC.,,Etats-Unis,NASDAQ,USD,16.38,0.13,15.92,14.41,1.86,18.13,2.63,6,4,2,1,1.49,4.13,49.83,80.18,6,6,6,5,-1.67,3253100000.00,16.73,23.12,1.42
NBIS,NEBIUS GROUP N.V.,,Etats-Unis,NASDAQ,USD,2.10,1.08,-12.77,-3.70,13.78,-7.37,10.09,0,1,0,0,9.58,14.61,418.97,224.63,6,6,0,1,,4594000000.00,15.57,-75.79,2.71
MIST,MILESTONE PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-229.65,1.40,-116.06,-216.94,67.87,-129.07,18.40,0,0,0,0,24.61,125.41,0.00,0.00,4,6,0,0,,41769000.00,-4078.78,24.34,2.72
LOGI,LOGITECH INTERNATIONAL S.A.,,Etats-Unis,NASDAQ,USD,32.78,0.04,50.04,29.67,2.83,41.89,7.99,6,6,6,5,12.81,7.34,65.27,62.61,6,6,6,6,-2.11,2211394000.00,14.69,6.12,1.74
AGIO,AGIOS PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-30.20,0.03,-55.98,-3.25,52.53,-60.77,4.49,0,2,0,2,4.77,33.87,0.00,119.41,4,6,0,2,,1193114000.00,-764.01,41.92,1.09
NAVN,"NAVAN, INC.",,Etats-Unis,NASDAQ,USD,-32.95,0.14,-22.08,-32.95,,-22.08,,0,0,0,0,,,,,1,1,0,0,,1208061000.00,-56.68,,1.41
NAVI,NAVIENT CORPORATION,,Etats-Unis,NASDAQ,USD,-3.17,18.83,,3.21,5.74,,,,3,,2,,10.31,,111.17,0,6,,3,,2399000000.00,-13.11,-30.94,20.29
OGI,ORGANIGRAM GLOBAL INC.,,Etats-Unis,NASDAQ,USD,-8.67,0.03,-4.46,-6.87,3.45,-7.12,2.35,0,0,0,0,10.45,24.54,1641.29,0.00,6,6,0,0,,349130000.00,-9.55,33.32,1.61
NAUT,"NAUTILUS BIOTECHNOLOGY, INC.",,Etats-Unis,NASDAQ,USD,-32.27,0.19,,-28.03,5.40,,,,1,,1,,4.97,,161.41,0,6,,1,,156973000.00,,,1.22
KLAC,KLA CORPORATION,,Etats-Unis,NASDAQ,USD,87.50,0.97,55.25,92.04,7.57,50.11,8.28,6,6,6,6,7.81,19.68,33.75,44.22,6,6,6,6,0.22,6349820000.00,35.57,17.64,2.83
TLN,TALEN ENERGY CORPORATION,,Etats-Unis,NASDAQ,USD,-17.66,6.23,0.16,-30.67,89.56,1.09,1.17,0,1,0,1,3.09,440.87,217.17,134.18,6,6,0,1,382.63,1093000000.00,-8.34,4.34,9.98
REGN,"REGENERON PHARMACEUTICALS, INC.",,Etats-Unis,NASDAQ,USD,14.87,0.09,9.58,15.69,0.73,13.02,3.66,5,6,3,3,7.65,2.97,82.34,72.57,6,6,5,6,-1.59,31256900000.00,31.41,4.57,1.30
RBBN,RIBBON COMMUNICATIONS INC.,,Etats-Unis,NASDAQ,USD,9.29,0.90,1.83,-5.66,12.96,1.32,1.47,0,1,0,0,2.50,9.82,198.06,326.28,6,6,0,1,14.94,448994000.00,4.69,1.10,2.70
TLRY,"TILRAY BRANDS, INC.",,Etats-Unis,NASDAQ,USD,-6.82,0.25,-2.73,-33.94,47.20,-2.88,0.43,0,0,0,0,0.55,48.93,0.00,0.00,6,6,0,0,,1594867000.00,-11.49,7.72,1.46
AFRM,"AFFIRM HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,45.13,1.83,5.97,9.09,33.00,2.18,4.63,0,1,0,1,8.44,12.57,0.00,0.00,6,6,0,1,8.52,5483824000.00,45.29,35.44,2.88
MSTR,STRATEGY INC.,,Etats-Unis,NASDAQ,USD,-11.11,0.16,-0.07,8.54,34.32,-0.12,0.18,0,1,0,1,0.32,280.38,108.56,123.75,6,6,0,1,,51042972000.00,-806.35,-1.94,1.21
OPCH,OPTION CARE HEALTH INC.,,Etats-Unis,NASDAQ,USD,15.20,0.96,10.10,16.41,2.27,10.05,0.13,0,4,0,0,3.24,8.59,0.49,21.23,6,6,2,5,3.08,1326393000.00,3.67,14.59,2.61
PTLO,PORTILLO'S INC.,,Etats-Unis,NASDAQ,USD,4.27,1.35,2.98,5.74,1.56,3.76,0.83,0,0,0,0,0.62,5.62,58.77,154.59,6,6,0,0,12.70,497273000.00,2.88,3.77,3.23
PTEN,PATTERSON-UTI ENERGY INC.,,Etats-Unis,NASDAQ,USD,-2.78,0.40,-0.75,-6.17,15.72,2.52,4.78,0,0,0,0,12.83,21.27,109.36,346.82,6,6,0,0,,3224715000.00,-1.93,7.89,1.73
PTCT,"PTC THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-104.75,-13.19,74.47,13.56,108.21,9.74,56.55,1,3,1,3,2.90,124.45,0.00,132.38,6,6,1,3,0.89,-205313000.00,39.44,35.85,
PTC,PTC INC.,,Etats-Unis,NASDAQ,USD,20.85,0.36,15.33,14.50,5.69,11.16,3.70,1,4,0,2,1.22,3.43,22.15,64.03,6,6,2,4,1.19,3826229000.00,26.80,14.29,1.73
LIN,LINDE PLC,,Etats-Unis,NASDAQ,USD,17.82,0.71,9.91,16.64,1.22,9.62,0.25,0,3,0,0,3.19,5.15,0.00,0.00,6,6,0,3,2.49,39741000000.00,20.77,1.71,2.18
OUST,"OUSTER, INC.",,Etats-Unis,NASDAQ,USD,-27.28,0.07,-51.37,-98.03,100.44,-85.99,42.24,0,1,0,1,49.27,92.33,0.00,251.41,6,6,0,1,,261738000.00,-35.65,42.62,1.34
AEBI,AEBI SCHMIDT HOLDING AG,,Etats-Unis,NASDAQ,USD,1.64,0.93,5.26,4.26,3.20,5.05,0.49,0,0,0,0,0.77,1.67,2.77,79.05,3,3,0,0,9.03,814951000.00,0.64,10.01,2.46
MLKN,"MILLERKNOLL, INC.",,Etats-Unis,NASDAQ,USD,6.98,1.28,5.01,3.41,5.06,5.08,0.44,1,1,1,0,2.11,5.21,93.47,112.38,6,6,1,1,6.97,1405900000.00,2.49,2.90,2.85
MTSI,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,-4.42,0.41,6.59,4.41,7.77,6.01,1.67,0,1,0,1,4.09,15.77,65.20,106.60,6,6,1,2,-1.91,1327095000.00,-5.60,22.14,1.58
OVID,OVID THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-17.51,0.10,-56.07,-32.99,15.05,-71.75,17.76,1,1,1,1,96.59,87.76,150.36,143.25,6,6,1,1,,130660000.00,-240.13,330.28,1.16
PSMT,PRICESMART INC.,,Etats-Unis,NASDAQ,USD,12.48,0.26,12.14,11.78,1.19,11.66,0.73,2,2,0,0,1.02,1.06,4.30,7.22,6,6,5,5,0.06,1247372000.00,2.81,9.29,1.82
PSKY,PARAMOUNT SKYDANCE CORPORATION CLASS B COMMON STOCK,,Etats-Unis,NASDAQ,USD,-41.45,1.15,3.36,-41.45,,3.36,,0,0,0,0,,,,,1,1,0,0,7.17,12887000000.00,-21.05,,3.36
PSEC,PROSPECT CAPITAL CORPORATION,,Etats-Unis,NASDAQ,USD,5.19,0.64,,-0.59,11.67,,,,2,,1,,12.69,,157.43,0,6,,2,,2928846000.00,79.42,-22.35,2.20
MCHP,MICROCHIP TECHNOLOGY INCORPORATED,,Etats-Unis,NASDAQ,USD,3.40,0.86,3.27,10.78,15.83,6.42,6.84,2,3,0,3,4.68,11.72,89.47,100.03,6,6,3,3,9.99,6432400000.00,4.88,-21.43,2.23
OXSQ,OXFORD SQUARE CAPITAL CORP.,,Etats-Unis,NASDAQ,USD,-12.24,1.04,,1.14,12.28,,,,1,,0,,28.36,,365.14,0,6,,2,,145404802.00,,,2.11
LENZ,"LENZ THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-33.63,0.00,-61.69,-44.48,15.34,-61.69,,0,1,0,1,15.18,21.70,0.00,172.75,2,3,0,1,,284339000.00,-430.25,,1.08
OZK,BANK OZK,,Etats-Unis,NASDAQ,USD,12.09,0.08,,13.12,0.98,,,,4,,0,,3.24,,13.95,0,6,,5,,6129851000.00,41.41,5.17,
TMC,TMC THE METALS COMPANY INC.,,Etats-Unis,NASDAQ,USD,1265.18,0.00,,1209.01,1463.21,,,,2,,2,,69.02,,52.14,0,6,,2,,-33443000.00,,,
MTCH,"MATCH GROUP, INC.",,Etats-Unis,NASDAQ,USD,-386.98,-15.68,24.65,-688.17,558.66,23.78,1.84,6,0,6,0,1.99,641.30,37.24,0.00,6,6,6,0,3.23,-253396000.00,17.59,1.81,
PRVA,"PRIVIA HEALTH GROUP, INC.",,Etats-Unis,NASDAQ,USD,4.03,0.01,6.21,3.47,0.73,4.94,1.44,1,1,0,1,54.03,39.05,634.38,398.51,6,6,1,1,-13.73,790943000.00,1.40,13.16,1.73
LESL,"LESLIE'S, INC.",,Etats-Unis,NASDAQ,USD,81.00,-2.48,1.54,26.55,49.33,5.41,3.97,3,2,3,1,14.43,38.60,95.70,0.00,6,6,3,2,67.82,-407992000.00,-19.08,-7.49,
PTON,"PELOTON INTERACTIVE, INC.",,Etats-Unis,NASDAQ,USD,-22.84,-12.24,16.56,46.07,81.17,-3.31,23.32,1,2,0,2,39.87,496.84,0.00,116.85,6,6,1,2,2.36,-139700000.00,2.58,-4.83,
MU,"MICRON TECHNOLOGY, INC.",,Etats-Unis,NASDAQ,USD,17.20,0.28,16.01,2.18,14.81,2.14,13.36,3,3,1,0,14.65,14.34,151.28,167.04,6,6,3,3,-0.48,54165000000.00,22.84,55.09,1.53
OTEX,OPEN TEXT CORPORATION,,Etats-Unis,NASDAQ,USD,16.19,1.49,8.87,12.75,3.00,7.49,1.86,0,1,0,0,2.13,4.07,44.27,61.72,6,6,0,3,4.13,4016066000.00,12.26,-4.64,3.26
QDEL,QUIDELORTHO CORPORATION,,Etats-Unis,NASDAQ,USD,-46.15,1.48,0.74,-32.57,28.15,1.20,1.03,3,3,2,2,8.00,46.54,99.37,184.47,6,6,3,3,48.61,1920500000.00,-41.45,-4.57,3.00
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",,Etats-Unis,NASDAQ,USD,12.49,1.54,4.53,10.95,1.81,3.90,0.55,0,1,0,0,0.19,1.36,7.25,21.75,6,6,0,4,9.12,32218000000.00,16.90,7.35,3.55
MXL,MAXLINEAR INC.,,Etats-Unis,NASDAQ,USD,-28.23,0.32,-13.93,-26.58,15.09,-12.37,9.23,1,1,0,1,9.38,15.03,209.92,290.03,6,6,1,1,,451895000.00,-29.23,-17.87,1.76
OPEN,OPENDOOR TECHNOLOGIES INC.,,Etats-Unis,NASDAQ,USD,-151.34,1.31,-14.17,-74.93,66.91,-12.13,2.48,0,0,0,0,0.77,68.06,0.00,0.00,6,6,0,0,,1005000000.00,-29.74,-20.67,2.40
MXCT,"MAXCYTE, INC.",,Etats-Unis,NASDAQ,USD,-23.63,0.10,-38.06,-19.32,4.05,-36.81,2.73,0,0,0,0,3.54,11.29,0.00,0.00,6,6,0,0,,171490000.00,-135.14,-10.56,1.18
